CNPJ_FUNDO;DT_REG;CLASSE;DT_INI_CLASSE;DT_FIM_CLASSE
09.188.097/0001-82;2008-01-08;Fundo Multimercado;2008-01-08;
09.188.109/0001-79;2008-01-21;Fundo Multimercado;2008-01-21;
09.188.119/0001-04;2007-12-13;Fundo Multimercado;2007-11-01;
09.188.126/0001-06;2007-12-13;Fundo Multimercado;2007-11-01;
09.188.134/0001-52;2007-12-10;Fundo Multimercado;2007-12-10;
09.188.141/0001-54;2008-01-03;Fundo Multimercado;2007-12-26;
09.188.149/0001-10;2007-12-27;Fundo Referenciado;2007-12-19;2010-05-10
09.188.149/0001-10;2007-12-27;Fundo Multimercado;2010-05-10;
09.188.163/0001-14;2008-01-03;Fundo Multimercado;2007-11-26;
09.188.176/0001-93;2008-01-03;Fundo Multimercado;2007-12-26;
09.188.191/0001-31;2007-12-27;Fundo Multimercado;2007-11-01;
09.188.207/0001-06;2007-12-27;Fundo Multimercado;2007-11-01;
09.188.216/0001-05;2007-12-27;Fundo Multimercado;2007-11-01;2008-01-31
09.188.216/0001-05;2007-12-27;Fundo de Ações;2008-01-31;
09.188.287/0001-08;2007-12-04;Fundo Multimercado;2007-11-01;
09.188.297/0001-35;2007-12-04;Fundo Multimercado;2007-11-01;
09.188.309/0001-21;2007-12-13;Fundo Multimercado;2007-11-01;
09.188.312/0001-45;2007-12-13;Fundo Multimercado;2007-11-01;
09.188.323/0001-25;2007-12-13;Fundo Multimercado;2007-11-01;
09.188.328/0001-58;2007-12-04;Fundo Multimercado;2007-10-10;2007-12-18
09.188.328/0001-58;2007-12-04;Fundo de Renda Fixa;2007-12-18;
09.188.356/0001-75;2007-12-04;Fundo Multimercado;2007-11-01;
09.188.367/0001-55;2007-12-04;Fundo Multimercado;2007-11-01;2007-12-19
09.188.367/0001-55;2007-12-04;Fundo de Ações;2007-12-19;
09.188.377/0001-90;2007-12-04;Fundo Multimercado;2007-11-01;
09.188.385/0001-37;2007-12-04;Fundo Multimercado;2007-11-01;
09.188.564/0001-74;2009-08-12;Fundo Multimercado;2009-08-10;
09.188.887/0001-68;2009-11-26;Fundo Multimercado;2009-11-23;
09.188.900/0001-89;2010-01-29;Fundo Multimercado;2010-01-27;
09.188.910/0001-14;2009-10-22;Fundo Multimercado;2009-10-21;
09.188.938/0001-51;2009-10-22;Fundo Multimercado;2009-10-21;
09.188.949/0001-31;2009-09-21;Fundo de Ações;2009-09-21;
09.188.964/0001-80;2008-01-03;Fundo da Dívida Externa;2007-12-21;
09.188.978/0001-01;2008-01-03;Fundo Multimercado;2007-12-26;
09.188.983/0001-06;2008-01-03;Fundo Multimercado;2007-12-26;
09.189.052/0001-22;2008-01-02;Fundo Multimercado;2007-11-01;
09.189.091/0001-20;2008-01-02;Fundo Multimercado;2007-11-01;
09.195.701/0001-06;2011-11-23;Fundo de Ações;2011-10-20;
09.196.417/0001-46;2007-11-23;Fundo Multimercado;2007-11-13;
09.198.023/0001-27;2020-07-07;Fundo de Ações;2020-07-07;
09.198.054/0001-88;2007-12-10;Fundo Multimercado;2007-11-07;2008-12-04
09.198.054/0001-88;2007-12-10;Fundo de Renda Fixa;2008-12-04;2009-10-15
09.198.054/0001-88;2007-12-10;Fundo Referenciado;2009-10-15;
09.198.148/0001-57;2008-03-12;Fundo Multimercado;2007-11-07;
09.198.153/0001-60;2008-03-13;Fundo Multimercado;2007-11-07;2009-06-22
09.198.153/0001-60;2008-03-13;Fundo de Renda Fixa;2009-06-22;
09.198.158/0001-92;2008-08-18;Fundo Multimercado;2007-11-07;
09.198.165/0001-94;2008-05-13;Fundo Multimercado;2007-11-07;
09.201.700/0001-19;2008-04-08;Fundo Multimercado;2007-10-08;2019-08-07
09.201.700/0001-19;2008-04-08;Fundo de Ações;2019-08-07;
09.206.249/0001-22;2008-01-08;Fundo Multimercado;2008-01-07;
09.208.925/0001-05;2008-05-16;Fundo Multimercado;2007-11-19;
09.212.329/0001-90;2007-12-04;Fundo Multimercado;2007-11-21;
09.212.359/0001-05;2007-12-04;Fundo Multimercado;2007-11-21;
09.212.371/0001-01;2007-12-04;Fundo Multimercado;2007-11-21;
09.212.517/0001-19;2007-11-28;Fundo Multimercado;2007-11-16;
09.215.209/0001-47;2008-02-21;Fundo de Renda Fixa;2007-11-05;
09.215.239/0001-53;2007-12-11;Fundo de Ações;2007-11-05;
09.215.250/0001-13;2008-02-14;Fundo Referenciado;2008-02-14;2016-06-28
09.215.250/0001-13;2008-02-14;Fundo de Renda Fixa;2016-06-28;
09.215.254/0001-00;2008-01-23;Fundo Multimercado;2007-11-05;
09.215.256/0001-90;2008-02-28;Fundo de Ações;2007-11-05;
09.215.269/0001-60;2008-02-26;Fundo de Ações;2007-11-05;2009-07-01
09.215.269/0001-60;2008-02-26;Fundo Multimercado;2009-07-01;
09.215.284/0001-08;2008-01-22;Fundo de Ações;2007-11-05;
09.215.287/0001-41;2008-01-31;Fundo de Ações;2007-11-05;2010-07-14
09.215.287/0001-41;2008-01-31;Fundo Multimercado;2010-07-14;
09.215.296/0001-32;2007-12-07;Fundo Referenciado;2007-09-05;
09.216.021/0001-13;2008-06-05;Fundo de Ações;2007-11-22;
09.216.026/0001-46;2008-06-25;Fundo de Renda Fixa;2007-11-22;
09.216.265/0001-04;2010-06-09;Fundo Multimercado;2010-06-02;
09.216.360/0001-08;2008-01-24;Fundo de Ações;2008-01-23;
09.216.364/0001-88;2008-10-17;Fundo Multimercado;2008-10-10;
09.216.372/0001-24;2008-02-28;Fundo de Ações;2008-02-26;
09.216.377/0001-57;2008-02-28;Fundo de Ações;2008-02-25;
09.216.385/0001-01;2008-05-09;Fundo Multimercado;2008-05-06;2017-07-24
09.216.385/0001-01;2008-05-09;Fundo de Ações;2017-07-24;
09.216.402/0001-00;2008-01-24;Fundo de Ações;2008-01-23;2015-01-16
09.216.402/0001-00;2008-01-24;Fundo Multimercado;2015-01-16;
09.216.407/0001-25;2008-10-15;Fundo Multimercado;2008-08-25;
09.216.412/0001-38;2008-11-27;Fundo Multimercado;2008-08-19;
09.216.415/0001-71;2009-03-23;Fundo Multimercado;2009-03-18;
09.216.420/0001-84;2008-05-27;Fundo de Ações;2008-05-21;
09.216.423/0001-18;2008-05-09;Fundo de Ações;2008-05-06;
09.217.013/0001-91;2008-05-28;Fundo de Ações;2008-05-26;
09.217.025/0001-16;2010-08-30;Fundo de Ações;2010-08-25;
09.217.033/0001-62;2008-10-17;Fundo de Ações;2008-10-10;
09.219.887/0001-88;2010-04-16;Fundo Multimercado;2007-11-22;
09.219.904/0001-87;2008-01-17;Fundo Multimercado;2007-11-22;2008-04-28
09.219.904/0001-87;2008-01-17;Fundo de Ações;2008-04-28;
09.225.825/0001-89;2008-01-04;Fundo Multimercado;2007-11-22;
09.225.828/0001-12;2007-12-14;Fundo Multimercado;2007-12-14;
09.225.843/0001-60;2008-01-02;Fundo de Ações;2007-11-22;
09.225.845/0001-50;2007-12-10;Fundo Multimercado;2007-11-22;
09.225.850/0001-62;2008-01-29;Fundo Multimercado;2007-11-22;2009-04-09
09.225.850/0001-62;2008-01-29;Fundo de Renda Fixa;2009-04-09;
09.225.852/0001-51;2008-01-28;Fundo Multimercado;2007-11-22;
09.225.860/0001-06;2017-08-31;Fundo Multimercado;2009-11-05;
09.225.861/0001-42;2008-01-28;Fundo de Ações;2007-11-05;
09.228.367/0001-31;2007-12-28;Fundo Multimercado;2007-11-28;
09.228.373/0001-99;2007-12-28;Fundo Multimercado;2007-11-28;
09.228.381/0001-35;2007-12-17;Fundo Multimercado;2007-11-28;
09.228.387/0001-02;2007-12-28;Fundo de Ações;2007-11-28;
09.228.392/0001-15;2007-12-20;Fundo de Ações;2007-11-28;
09.228.399/0001-37;2007-12-28;Fundo de Ações;2007-11-28;
09.228.402/0001-12;2008-06-27;Fundo Multimercado;2007-11-16;
09.228.823/0001-43;2008-05-20;Fundo de Ações;2007-11-28;
09.228.829/0001-10;2008-02-01;Fundo Multimercado;2007-11-28;
09.228.836/0001-12;2008-01-07;Fundo Multimercado;2007-11-28;
09.228.839/0001-56;2007-12-28;Fundo de Ações;2007-12-28;
09.228.841/0001-25;2008-01-28;Fundo Multimercado;2007-11-27;
09.228.846/0001-58;2008-02-13;Fundo de Ações;2007-11-27;2009-06-22
09.228.846/0001-58;2008-02-13;Fundo Multimercado;2009-06-22;
09.228.848/0001-47;2008-02-15;Fundo Multimercado;2007-11-27;
09.228.850/0001-16;2008-02-15;Fundo Multimercado;2007-11-27;
09.228.852/0001-05;2008-01-24;Fundo Multimercado;2007-11-27;
09.228.854/0001-02;2008-01-22;Fundo Multimercado;2007-11-27;
09.228.857/0001-38;2008-01-22;Fundo Multimercado;2007-11-27;2009-02-20
09.228.857/0001-38;2008-01-22;Fundo de Ações;2009-02-20;
09.228.860/0001-51;2008-01-17;Fundo Multimercado;2007-11-27;
09.228.862/0001-40;2008-01-10;Fundo Multimercado;2007-11-27;
09.228.864/0001-30;2008-01-09;Fundo Multimercado;2007-11-27;
09.228.869/0001-62;2008-01-02;Fundo Multimercado;2007-12-28;
09.228.872/0001-86;2007-12-26;Fundo Multimercado;2007-11-27;
09.228.876/0001-64;2008-01-02;Fundo Multimercado;2007-12-28;
09.228.877/0001-09;2008-01-02;Fundo Multimercado;2007-12-28;
09.229.227/0001-88;2007-12-11;Fundo Multimercado;2007-11-22;
09.231.636/0001-19;2007-12-12;Fundo Multimercado;2007-11-28;
09.232.408/0001-63;2008-01-21;Fundo Multimercado;2007-11-22;
09.232.411/0001-87;2007-12-17;Fundo Multimercado;2007-11-22;
09.232.425/0001-09;2007-12-27;Fundo de Ações;2007-12-22;
09.234.046/0001-40;2008-02-13;Fundo de Renda Fixa;2008-02-11;
09.234.049/0001-83;2008-11-24;Fundo de Renda Fixa;2007-10-19;
09.234.082/0001-03;2008-07-01;Fundo de Renda Fixa;2007-10-19;
09.235.147/0001-35;2007-12-11;Fundo de Ações;2007-11-05;
09.236.927/0001-08;2008-01-10;Fundo de Renda Fixa;2007-11-30;
09.236.933/0001-57;2008-01-10;Fundo Multimercado;2007-11-30;
09.236.941/0001-01;2008-01-10;Fundo de Ações;2007-11-30;
09.238.487/0001-10;2008-04-07;Fundo de Renda Fixa;2007-11-14;
09.238.490/0001-33;2008-03-20;Fundo Multimercado;2007-11-14;
09.238.495/0001-66;2008-02-01;Fundo de Renda Fixa;2007-11-14;
09.238.501/0001-85;2008-03-13;Fundo Multimercado;2007-11-14;
09.238.511/0001-10;2008-04-07;Fundo de Renda Fixa;2007-11-14;
09.238.520/0001-01;2010-09-08;Fundo Multimercado;2007-11-14;
09.238.525/0001-34;2008-03-03;Fundo Multimercado;2007-11-14;
09.238.533/0001-80;2009-10-07;Fundo Multimercado;2007-11-14;2009-10-05
09.238.533/0001-80;2009-10-07;Fundo de Renda Fixa;2009-10-05;2009-10-06
09.238.533/0001-80;2009-10-07;Fundo Multimercado;2009-10-06;2012-07-02
09.238.533/0001-80;2009-10-07;Fundo de Renda Fixa;2012-07-02;
09.238.539/0001-58;2008-02-29;Fundo Multimercado;2007-11-14;
09.238.547/0001-02;2008-03-12;Fundo Multimercado;2007-11-14;2010-01-04
09.238.547/0001-02;2008-03-12;Fundo de Ações;2010-01-04;
09.238.583/0001-68;2009-10-23;Fundo Multimercado;2007-11-14;
09.238.596/0001-37;2008-01-18;Fundo Multimercado;2007-11-14;
09.238.604/0001-45;2008-03-07;Fundo Multimercado;2007-11-14;
09.238.622/0001-27;2009-10-21;Fundo Multimercado;2007-11-14;
09.238.632/0001-62;2008-04-01;Fundo Multimercado;2007-11-14;
09.238.642/0001-06;2008-05-15;Fundo Multimercado;2007-11-14;
09.238.652/0001-33;2008-03-19;Fundo Multimercado;2007-11-14;
09.238.661/0001-24;2009-10-14;Fundo Multimercado;2007-11-14;
09.238.689/0001-61;2008-01-14;Fundo de Renda Fixa;2007-11-14;
09.238.828/0001-57;2008-02-28;Fundo Multimercado;2007-11-14;
09.241.216/0001-13;2008-01-04;Fundo Multimercado;2007-08-16;
09.241.657/0001-15;2008-04-15;Fundo Multimercado;2008-04-04;
09.241.664/0001-17;2008-03-24;Fundo Multimercado;2008-03-09;2008-06-06
09.241.664/0001-17;2008-03-24;Fundo de Ações;2008-06-06;2016-12-20
09.241.664/0001-17;2008-03-24;Fundo Multimercado;2016-12-20;
09.241.666/0001-06;2008-03-24;Fundo Multimercado;2008-03-09;2008-06-16
09.241.666/0001-06;2008-03-24;Fundo de Ações;2008-06-16;
09.241.669/0001-40;2008-03-31;Fundo Multimercado;2008-03-17;
09.241.673/0001-08;2008-03-26;Fundo Multimercado;2008-03-11;
09.241.679/0001-85;2008-04-07;Fundo Multimercado;2008-03-18;
09.241.686/0001-87;2008-03-24;Fundo Multimercado;2008-03-07;
09.241.718/0001-44;2008-04-30;Fundo Multimercado;2008-04-14;
09.241.722/0001-02;2008-04-14;Fundo Multimercado;2008-04-03;
09.241.723/0001-57;2008-04-14;Fundo Multimercado;2008-04-03;
09.241.752/0001-19;2008-04-07;Fundo Multimercado;2008-03-19;
09.241.756/0001-05;2008-03-28;Fundo de Renda Fixa;2008-03-26;
09.241.770/0001-09;2008-04-09;Fundo Multimercado;2008-03-26;
09.241.791/0001-16;2008-03-27;Fundo Multimercado;2008-03-19;
09.241.794/0001-50;2008-03-27;Fundo Multimercado;2007-11-26;
09.241.797/0001-93;2008-04-23;Fundo Multimercado;2008-04-14;
09.241.799/0001-82;2008-04-08;Fundo Multimercado;2008-04-07;
09.241.804/0001-57;2008-04-24;Fundo Multimercado;2008-04-22;
09.241.809/0001-80;2007-12-20;Fundo Multimercado;2007-11-26;
09.241.810/0001-04;2007-12-20;Fundo Multimercado;2007-11-26;
09.241.816/0001-81;2007-12-20;Fundo Multimercado;2007-11-26;2007-12-21
09.241.816/0001-81;2007-12-20;Fundo de Renda Fixa;2007-12-21;
09.241.825/0001-72;2008-02-08;Fundo Multimercado;2008-02-01;
09.241.827/0001-61;2008-04-07;Fundo Multimercado;2008-03-04;
09.241.834/0001-63;2008-04-10;Fundo de Ações;2008-04-10;
09.242.487/0001-93;2008-02-21;Fundo Multimercado;2007-11-27;
09.245.354/0001-70;2007-12-11;Fundo Multimercado;2007-11-26;
09.247.254/0001-83;2008-05-26;Fundo de Ações;2008-05-23;
09.252.773/0001-30;2015-05-25;Fundo de Ações;2015-04-15;
09.255.556/0001-01;2009-08-05;Fundo Multimercado;2009-07-29;2012-02-03
09.255.556/0001-01;2009-08-05;Fundo de Renda Fixa;2012-02-03;
09.255.565/0001-94;2008-05-23;Fundo de Ações;2008-05-09;
09.255.594/0001-56;2008-05-23;Fundo de Renda Fixa;2008-04-16;
09.260.345/0001-59;2008-08-06;Fundo Multimercado;2007-11-24;
09.260.353/0001-03;2009-04-24;Fundo de Renda Fixa;2007-11-24;
09.260.362/0001-96;2008-08-07;Fundo Multimercado;2007-11-24;
09.260.378/0001-07;2008-09-17;Fundo Multimercado;2008-09-17;
09.260.385/0001-09;2009-05-29;Fundo Multimercado;2007-11-24;
09.260.394/0001-91;2008-08-07;Fundo Multimercado;2007-11-24;
09.260.402/0001-08;2008-08-13;Fundo Multimercado;2007-11-24;
09.260.417/0001-68;2008-08-13;Fundo Multimercado;2007-11-24;
09.260.421/0001-26;2008-08-13;Fundo Multimercado;2007-11-24;
09.260.433/0001-50;2008-08-07;Fundo Multimercado;2007-11-24;
09.268.176/0001-01;2007-12-20;Fundo Multimercado;2007-12-14;
09.268.206/0001-71;2007-12-20;Fundo Multimercado;2007-12-13;
09.269.208/0001-85;2008-04-24;Fundo Multimercado;2007-11-24;
09.269.220/0001-90;2008-08-01;Fundo Multimercado;2007-11-24;
09.269.224/0001-78;2008-05-28;Fundo Multimercado;2007-11-29;
09.269.240/0001-60;2008-04-29;Fundo Multimercado;2007-11-24;
09.269.251/0001-40;2009-11-16;Fundo Multimercado;2007-11-24;
09.269.257/0001-18;2008-06-16;Fundo Multimercado;2007-11-24;
09.270.709/0001-81;2008-06-09;Fundo Multimercado;2007-11-29;
09.270.714/0001-94;2009-11-27;Fundo Multimercado;2007-11-24;
09.270.723/0001-85;2008-06-27;Fundo Multimercado;2007-11-29;
09.270.734/0001-65;2008-06-03;Fundo Multimercado;2007-11-24;
09.271.063/0001-57;2008-05-19;Fundo Multimercado;2007-11-29;
09.271.079/0001-60;2008-06-05;Fundo Multimercado;2007-11-24;
09.271.091/0001-74;2008-06-16;Fundo Multimercado;2007-11-24;
09.271.101/0001-71;2008-05-26;Fundo Multimercado;2007-11-29;
09.271.116/0001-30;2008-05-27;Fundo Multimercado;2007-11-24;
09.271.684/0001-30;2008-01-02;Fundo de Ações;2007-12-18;
09.271.689/0001-63;2008-04-01;Fundo de Ações;2007-12-14;
09.271.695/0001-10;2008-01-15;Fundo Multimercado;2007-12-14;
09.271.702/0001-84;2008-01-07;Fundo Multimercado;2007-12-14;
09.271.709/0001-04;2008-01-02;Fundo de Ações;2007-12-14;
09.271.715/0001-53;2008-01-02;Fundo de Ações;2007-12-14;
09.271.720/0001-66;2008-01-07;Fundo Multimercado;2007-11-14;
09.271.724/0001-44;2008-06-23;Fundo Multimercado;2007-12-14;
09.271.730/0001-00;2009-09-21;Fundo Multimercado;2007-12-14;
09.271.733/0001-35;2009-03-23;Fundo Multimercado;2009-03-20;
09.271.738/0001-68;2008-05-05;Fundo de Ações;2007-12-14;
09.272.869/0001-60;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.872/0001-83;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.878/0001-50;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.886/0001-05;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.888/0001-96;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.901/0001-07;2007-12-26;Fundo Multimercado;2007-12-20;
09.272.904/0001-40;2007-12-26;Fundo Multimercado;2007-12-20;
09.273.510/0001-07;2008-04-01;Fundo Multimercado;2008-02-15;
09.273.539/0001-99;2008-04-02;Fundo Multimercado;2007-11-30;
09.273.542/0001-02;2008-04-01;Fundo Multimercado;2008-02-15;
09.273.545/0001-46;2010-04-05;Fundo Multimercado;2010-03-30;
09.273.549/0001-24;2008-06-27;Fundo Multimercado;2008-04-29;
09.273.552/0001-48;2008-04-01;Fundo de Ações;2008-02-15;
09.273.555/0001-81;2010-04-05;Fundo Multimercado;2010-03-31;
09.273.559/0001-60;2008-05-06;Fundo de Renda Fixa;2008-05-02;
09.273.612/0001-22;2009-05-25;Fundo Multimercado;2009-05-25;
09.273.614/0001-11;2008-04-02;Fundo Multimercado;2008-02-15;
09.273.626/0001-46;2008-07-28;Fundo Multimercado;2008-07-25;
09.273.633/0001-48;2008-04-02;Fundo Multimercado;2008-02-15;2010-06-08
09.273.633/0001-48;2008-04-02;Fundo de Renda Fixa;2010-06-08;
09.273.636/0001-81;2009-10-05;Fundo Multimercado;2009-08-24;
09.273.644/0001-28;2009-02-05;Fundo Multimercado;2009-01-27;2009-02-05
09.273.644/0001-28;2009-02-05;Fundo de Renda Fixa;2009-02-05;2013-10-10
09.273.644/0001-28;2009-02-05;Fundo Multimercado;2013-10-10;
09.273.646/0001-17;2009-05-04;Fundo Multimercado;2007-12-12;
09.273.648/0001-06;2010-03-05;Fundo Multimercado;2010-02-26;
09.273.654/0001-63;2010-04-26;Fundo Multimercado;2010-04-26;
09.273.658/0001-41;2008-04-01;Fundo Multimercado;2008-02-15;
09.273.793/0001-97;2011-09-08;Fundo de Renda Fixa;2011-09-05;
09.273.815/0001-19;2010-01-13;Fundo Multimercado;2007-11-22;
09.273.823/0001-65;2008-07-28;Fundo Multimercado;2008-06-26;
09.273.831/0001-01;2009-09-15;Fundo de Renda Fixa;2009-09-14;
09.273.858/0001-02;2008-08-29;Fundo Multimercado;2008-08-29;
09.274.058/0001-06;2008-03-31;Fundo Multimercado;2007-11-05;
09.274.190/0001-00;2007-12-26;Fundo Multimercado;2007-12-16;
09.275.529/0001-92;2008-03-11;Fundo Multimercado;2008-03-05;2008-08-20
09.275.529/0001-92;2008-03-11;Fundo de Ações;2008-08-20;
09.275.554/0001-76;2009-05-29;Fundo Multimercado;2009-05-27;
09.275.568/0001-90;2008-01-08;Fundo Multimercado;2007-12-20;
09.275.573/0001-00;2008-01-07;Fundo Multimercado;2007-12-20;
09.275.575/0001-91;2007-12-27;Fundo de Ações;2007-12-21;
09.275.576/0001-36;2009-08-03;Fundo Multimercado;2009-07-31;
09.275.592/0001-29;2009-08-03;Fundo Multimercado;2009-07-31;
09.275.600/0001-37;2010-01-18;Fundo de Ações;2007-11-27;
09.275.888/0001-40;2007-12-26;Fundo Multimercado;2007-12-20;
09.278.483/0001-65;2008-01-07;Fundo Multimercado;2007-12-21;
09.278.682/0001-73;2008-06-18;Fundo de Ações;2007-12-21;
09.281.792/0001-94;2008-07-16;Fundo Multimercado;2007-12-04;
09.281.807/0001-14;2008-07-28;Fundo Multimercado;2007-12-04;
09.281.814/0001-16;2008-07-29;Fundo Multimercado;2008-07-22;
09.281.820/0001-73;2008-06-05;Fundo Multimercado;2007-12-04;
09.281.827/0001-95;2008-06-06;Fundo Multimercado;2007-12-04;
09.282.540/0001-80;2008-02-08;Fundo de Ações;2007-12-20;
09.282.802/0001-06;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.805/0001-40;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.811/0001-05;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.816/0001-20;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.820/0001-98;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.827/0001-00;2008-01-31;Fundo Multimercado;2007-12-20;
09.282.833/0001-67;2008-02-01;Fundo Multimercado;2008-02-01;
09.282.837/0001-45;2008-01-29;Fundo Multimercado;2007-12-20;2008-02-27
09.282.837/0001-45;2008-01-29;Fundo de Ações;2008-02-27;
09.282.842/0001-58;2008-01-29;Fundo Multimercado;2007-12-20;
09.282.843/0001-00;2008-01-29;Fundo Multimercado;2007-12-20;
09.282.846/0001-36;2008-01-29;Fundo Multimercado;2007-12-20;2008-02-01
09.282.846/0001-36;2008-01-29;Fundo de Renda Fixa;2008-02-01;2009-03-09
09.282.846/0001-36;2008-01-29;Fundo Multimercado;2009-03-09;
09.282.850/0001-02;2008-01-30;Fundo Multimercado;2007-12-20;2008-02-27
09.282.850/0001-02;2008-01-30;Fundo de Ações;2008-02-27;
09.282.889/0001-11;2008-01-30;Fundo Multimercado;2007-12-20;2008-02-26
09.282.889/0001-11;2008-01-30;Fundo de Ações;2008-02-26;
09.282.897/0001-68;2008-01-30;Fundo Multimercado;2007-12-20;
09.282.979/0001-02;2008-01-29;Fundo Multimercado;2007-12-20;
09.283.000/0001-10;2008-02-08;Fundo Multimercado;2007-11-20;
09.283.030/0001-27;2008-02-08;Fundo Multimercado;2007-12-20;2008-03-31
09.283.030/0001-27;2008-02-08;Fundo de Ações;2008-03-31;
09.283.042/0001-51;2008-02-08;Fundo Multimercado;2007-12-20;
09.283.048/0001-29;2008-02-08;Fundo Multimercado;2007-12-20;
09.283.050/0001-06;2008-02-08;Fundo Multimercado;2007-12-20;
09.283.053/0001-31;2008-01-30;Fundo Multimercado;2007-12-20;
09.283.056/0001-75;2008-02-08;Fundo Multimercado;2007-12-20;
09.283.058/0001-64;2008-02-08;Fundo Multimercado;2007-12-20;2008-03-26
09.283.058/0001-64;2008-02-08;Fundo de Ações;2008-03-26;
09.284.528/0001-04;2008-05-08;Fundo Multimercado;2008-05-08;
09.284.536/0001-50;2008-04-30;Fundo de Renda Fixa;2008-04-30;
09.284.537/0001-03;2008-05-06;Fundo de Renda Fixa;2008-05-06;
09.284.542/0001-08;2010-09-24;Fundo de Renda Fixa;2010-09-24;2013-09-12
09.284.542/0001-08;2010-09-24;Fundo Multimercado;2013-09-12;
09.284.545/0001-41;2008-05-13;Fundo de Ações;2008-05-13;
09.284.550/0001-54;2008-05-23;Fundo Multimercado;2008-05-23;
09.284.552/0001-43;2008-05-23;Fundo Multimercado;2008-05-23;
09.284.554/0001-32;2008-05-29;Fundo de Renda Fixa;2008-05-29;
09.285.146/0001-03;2008-03-31;Fundo de Ações;2008-03-31;
09.285.163/0001-32;2008-02-13;Fundo Multimercado;2007-12-26;
09.285.166/0001-76;2008-01-31;Fundo Multimercado;2007-12-26;
09.285.169/0001-00;2008-02-20;Fundo Multimercado;2007-12-26;
09.285.170/0001-34;2008-02-06;Fundo Multimercado;2007-12-26;
09.285.177/0001-56;2008-02-21;Fundo Multimercado;2007-12-26;
09.285.179/0001-45;2008-01-24;Fundo Multimercado;2007-12-26;
09.285.185/0001-00;2008-01-17;Fundo Multimercado;2007-12-26;2017-12-18
09.285.185/0001-00;2008-01-17;Fundo de Ações;2017-12-18;
09.285.186/0001-47;2008-01-17;Fundo Multimercado;2007-12-26;
09.285.189/0001-80;2008-02-21;Fundo Multimercado;2007-12-26;
09.288.247/0001-20;2008-02-11;Fundo Multimercado;2008-01-03;
09.288.251/0001-98;2008-02-29;Fundo Multimercado;2008-01-03;2010-07-01
09.288.251/0001-98;2008-02-29;Fundo de Ações;2010-07-01;
09.288.254/0001-21;2008-03-31;Fundo de Ações;2008-03-31;
09.288.258/0001-00;2008-02-20;Fundo de Ações;2008-01-03;
09.288.263/0001-12;2008-02-13;Fundo Multimercado;2008-01-03;
09.288.266/0001-56;2008-02-15;Fundo de Ações;2008-01-03;2008-09-04
09.288.266/0001-56;2008-02-15;Fundo Multimercado;2008-09-04;
09.288.270/0001-14;2008-02-27;Fundo de Ações;2008-01-03;
09.288.274/0001-00;2008-01-29;Fundo Multimercado;2008-01-03;
09.288.277/0001-36;2009-04-08;Fundo de Ações;2009-04-03;
